unit_id,case_name,city,district,longitude,latitude,space_type,treat,update_year,year,post,update_type,update_intensity,poi_density,green_view_index,ndvi,lst,night_light,road_density,transit_accessibility,cultural_facility_density,commercial_density,sentiment_score,heritage_integrity,pedestrian_accessibility,mobility_intensity,pedestrian_count,checkin_density,public_service_density,life_service_coverage,land_use_mix,fifteen_minute_life_circle,waterfront_accessibility,walkability,safety_score,aesthetic_score,cultural_identity_score,complaint_reduction,commercial_growth,enterprise_density,rent_growth,consumption_heat,store_opening_rate,historic_building_density,traditional_street_continuity,local_culture_keyword_score,building_density,building_age,block_size,distance_to_cbd,distance_to_waterfront,distance_to_metro,distance_to_bus,distance_to_park,public_space_improvement,heritage_renovation_intensity,commercial_upgrade_intensity,population_density,initial_commercial_density,governance_type,heritage_constraint,tourism_business_density,nighttime_consumption,public_space_node_density,industrial_reuse_intensity,office_poi_growth
SHWB_001,Shanghai West Bund,Shanghai,Control Fringe,121.46860633537496,31.190545633585568,waterfront_core,0,2020,2018,0,industrial_waterfront,0.2596432185310502,177.06853712028777,0.704407682990744,0.5822207983015278,30.224080815169255,87.12337632339134,4.057179774100581,0.385914713206288,30.694317639862888,360.0,0.8554536218328029,0.1439543800425897,0.8919975843085391,1800.0,4500.0,220.0,35.3999740851523,0.5170235114578619,0.3540076420748709,0.5181308566180828,0.8641492054645517,0.5955516812746616,0.6566129363846629,0.6906983600882866,0.6628735879550921,0.6522432187199467,0.6640022499347542,163.50231650158983,0.4841672512313583,0.7700325421251761,0.6218264451559071,11.077526263566007,0.2432943583332136,0.5350305067944677,1.2019755109777428,95.0,5.3567967738593545,15.837139302600866,0.3748966973343821,2.9026354004613575,1.710297446234228,2.110973035748916,0.5561223451434973,0.08776996064518652,0.22565604852149357,7132.368623122079,144.76464536031503,government_led,0.16348556385954466,0.5894285971727332,0.7351354331362293,0.5648844728128044,0.7070861077488334,0.41468781603303917
SHWB_002,Shanghai West Bund,Shanghai,Core,121.44632061888495,31.181577052649654,waterfront_core,1,2020,2018,0,industrial_waterfront,0.139942601448278,316.0380045334448,0.4566551079492836,0.4036935921354219,30.554340686526164,44.03822755984868,6.601671066235129,0.46314241752707014,4.0469002586740235,360.0,0.48922710979145656,0.20450621732472546,0.4804450470898691,1172.640682992443,3676.708769074061,220.0,30.204149086105073,0.5116888680928169,0.5320444202022098,0.6214031865187498,0.6198467304593634,0.5876430709238923,0.5550216059381317,0.6823965701081687,0.4659512738875622,0.5200953186089202,0.5168273883842371,180.0,0.3322192442599755,0.5273595266824094,0.3615080208529722,9.127150797210875,0.3279333140096872,0.5173158285778692,1.9546339866400155,66.14339125715932,8.418907855543903,11.178568711812995,2.1973437993098712,1.9373993974196393,0.9467468449111858,3.0531732110318646,0.34011564557553614,0.0,0.16321156772100764,18512.44980119542,229.920071177001,government_led,0.25529090491223644,0.684736691313958,0.3040347386541662,0.37165283739068444,0.7605522621728171,0.32561160636027264
SHWB_003,Shanghai West Bund,Shanghai,Core,121.45136310994634,31.180098740366994,cultural_core,1,2020,2018,0,industrial_waterfront,0.2380625283832039,509.0051910577938,0.7290057619509859,0.498068414483213,28.5917783944841,32.12521152232047,8.596145276950978,0.6003943412258632,10.758792621792752,84.00267450450289,0.8032835594609729,0.23455194122861114,0.7509042455158416,1774.9077072899465,4500.0,49.572653171876304,41.77538629376546,0.6544963623182188,0.48658856342143186,0.5369489247811503,0.8454930720243001,0.8651327041402306,0.7378015108544138,0.8312033299706896,0.493511733528901,0.644320991181625,0.19380989917411307,144.17338545369694,0.050265139037025314,0.2826926114396213,0.20144873837485994,9.433979104093256,0.34449096138862056,0.4222916176157177,3.39207483054813,25.99086194197213,3.197083150987205,8.500369985508154,0.9220827550278972,1.1245595984265753,0.6573674698486448,0.8894928366476829,0.795032481035358,0.03015960334442993,0.023599825098751376,23477.36508062346,10.0,government_led,0.21783365610500716,0.0,0.12727801737877362,0.7692598542125584,0.5845538187735411,0.2846112187741013
SHWB_004,Shanghai West Bund,Shanghai,Control Fringe,121.46117678921249,31.17338685378594,waterfront_core,0,2020,2018,0,industrial_waterfront,0.6109152136515863,366.61835450169576,0.7676735490280492,0.6110579034508808,28.11942560698158,82.87526690588014,6.7953631017189515,0.5925833873902004,34.379178893614935,360.0,0.6567662091617725,0.3502918885484405,0.8134259207534896,1800.0,4500.0,220.0,42.0,0.690712550646125,0.5940573186605822,0.6779723762932177,0.9832817229171886,0.8635447471494438,0.7174673724860237,0.8071372545509289,0.8012821116068507,0.5545186715397077,0.5485224335859556,132.66530832483323,0.4499648452258199,0.8419038967535689,0.5210940119158884,18.140472194312935,0.5130655876262321,0.5483133644930522,2.254095873206905,56.95866784252583,6.38396836695377,16.036512048835238,0.05,2.990121457088061,1.1760884400190557,2.3194634453586382,0.493474348132377,0.16491474136458883,0.08944611389873303,11998.248659182405,69.05184265013193,government_led,0.33109039937092594,0.19095521534686682,0.7342091632425829,0.46314987661379925,0.9225093805926063,0.38561974878374733
SHWB_005,Shanghai West Bund,Shanghai,Core,121.46113846149908,31.17380955376686,cultural_core,1,2020,2018,0,industrial_waterfront,0.6678993110283209,575.3245530151614,0.6842005299657276,0.4509901546299092,29.946491921143974,55.25393625167656,8.699368613971192,0.6777641267637176,11.892634618659995,360.0,0.5591679843819617,0.3296968860684835,0.6989017255633909,1351.613833797796,3324.5314634527763,220.0,42.0,0.7765286087420857,0.8067810107165102,0.8746737579479993,1.0,0.7109432053102386,0.5698332722684964,0.6843913582851117,0.5979504212960729,0.45201990146161,0.5486482751520315,180.0,0.5877315308546995,0.6340514989500828,0.43866581485127853,11.629778412061428,0.5215023892114712,0.5498743742529333,2.933794803735367,42.05729955494586,6.843729003104707,6.689037040552358,0.05,1.1731528808601985,0.5544502804549578,3.7783261818352547,0.2774378878877428,0.39193751820835654,0.49033263792598625,27208.47298837462,174.47282964288345,government_led,0.3174107534633691,0.638502310497204,0.24491833357254164,0.31452316361134586,0.7616570809175264,0.2171688323273739
SHWB_006,Shanghai West Bund,Shanghai,Core,121.4203532954944,31.189910878478052,industrial_reuse_area,1,2020,2018,0,industrial_waterfront,0.4374707686309755,487.1296853726029,0.8348754031267175,0.6121904245244663,27.641325869156354,48.46816358779415,6.90752221684131,0.5182694871587419,19.341587649881504,204.22303282243968,0.8016272558911512,0.23415185826276,0.7581622178041635,1794.5940169603489,4500.0,129.16056098001428,42.0,0.7667540255254179,0.5446991283753034,0.7888234745364238,0.7980824884513302,0.9371304364935393,0.8412114851869245,0.666330763126547,0.5707837773285354,0.743277476910972,0.5161234296266498,158.28661843690932,0.40245742375725513,0.5562513833005545,0.5089004681155783,15.981310477352427,0.37353431031326967,0.5952645654597846,2.8188016836489203,55.74282305452468,3.450698491008603,11.31069853572728,1.727204490786939,1.5198719132312681,0.9064860916388023,1.0444486812307956,0.726599128834577,0.10695010170127892,0.06567039565264708,24349.674283540255,10.0,public_private_partnership,0.23442324607428244,0.09259798031797956,0.2685672956971487,0.8695647941563813,0.8190801475895252,0.21629529230929617
SHWB_007,Shanghai West Bund,Shanghai,Control Fringe,121.45392251218642,31.199090409928406,residential_edge,0,2020,2018,0,industrial_waterfront,0.782201444426825,400.5430992154129,0.8583917249333908,0.573640859383747,29.604052660146948,83.65392493833849,7.309646886682913,0.5570867475396869,25.844633033543623,360.0,0.7490721395171358,0.26172304403726193,0.7309040592260362,1800.0,4500.0,220.0,42.0,0.6188698666888456,0.557252383290164,0.6425224906918939,0.9852504234300445,0.6910617065016083,0.6263002540293772,0.7750279988703771,0.6506976604858967,0.7399070297699636,0.7286536967864331,173.27327283840964,0.47127921378565135,0.6744981604793253,0.3174125331846159,14.613497957803416,0.3762877498958885,0.44386936937982846,3.100102247032714,62.03817431732276,6.010133710242135,9.33008186233338,0.40805898516679784,2.1652619335614136,0.9966127489695169,2.78545274948301,0.4637612202997131,0.2756678080947679,0.23929737932816614,11513.448014935144,68.40789956930644,government_led,0.22840406039896724,0.2840854365287705,0.6233107041973117,0.5432349085261028,0.529428542905291,0.3419126773748945
SHWB_008,Shanghai West Bund,Shanghai,Core,121.45093087760927,31.17706501486706,waterfront_core,1,2020,2018,0,industrial_waterfront,0.674433489037052,497.01595033037876,0.6488579256780524,0.5025745050789648,28.363134943436044,75.7680648854153,8.528055444124998,0.603891209844531,24.750480510818868,360.0,0.7576527938977835,0.2933959570481318,0.6731364985116307,1800.0,4500.0,220.0,42.0,0.8625570411744276,0.6644761314229514,0.7182058999203268,0.6681869912825419,0.8131888688412839,0.6559597799224396,0.7715130428395381,0.6321937589124533,0.6447018611769777,0.3813978762729886,180.0,0.33301728371848516,0.6470016665503179,0.31418523792397757,18.956103704103043,0.4176020186476857,0.46389454680558145,3.016008365701791,48.252309012890535,5.187696603496613,6.307932779317569,1.4831865244696132,0.8826127656458495,0.8560579488440132,2.2080836842240896,0.5311438841448849,0.10988121199496997,0.3360699090573805,29646.046074575068,148.34445984937517,public_private_partnership,0.26088495124435396,0.46412700479946306,0.5804511128157731,0.6177085358509911,0.42810911052824163,0.13700304814136366
SHWB_009,Shanghai West Bund,Shanghai,Core,121.45726804858668,31.185441160171074,cultural_core,1,2020,2018,0,industrial_waterfront,0.45911352712476333,443.38487082652995,0.7600041226067531,0.6364689948725837,28.861418781859513,86.50838404995383,8.59881557116348,0.706688107523533,16.257075378671693,360.0,0.7214404420726789,0.43893311462210594,0.6794541781335579,1800.0,4500.0,220.0,42.0,0.5783820117309543,0.5713715062859865,0.5605682144256448,0.8168632433067927,0.7572445473600524,0.6445645095626962,0.8729435695640876,0.5766823282095345,0.6470305664685577,0.5775126911937875,180.0,0.2976120018438022,0.7467493757579119,0.30985879147996465,25.212216386038754,0.5695298864617012,0.6798687200338914,2.8018227015797983,42.80615863890164,4.005791448430754,9.263381773713045,0.7148939824637728,1.831667314044519,1.1301897339441138,1.2934051924076861,0.6583038201670699,0.11127429145434758,0.3561080700144424,26527.54539143067,111.7732068973367,public_private_partnership,0.43423979515540484,0.510163381702348,0.7391071564879614,0.5865891610553563,0.46306840227239915,0.4987497434485935
SHWB_010,Shanghai West Bund,Shanghai,Core,121.44039724526368,31.19360628333559,industrial_reuse_area,1,2020,2018,0,industrial_waterfront,0.5028863791869878,650.0,0.5904817209498627,0.5162759280842512,31.457379629500487,39.41395176714724,10.303503731688235,0.5955066831949467,21.271206776024194,229.71780602629516,0.8586617935814003,0.25133153281360976,0.6487681949727191,1569.1528912956671,4416.291362426142,124.80528183383316,42.0,0.784144255140676,0.5293312050595462,0.777719762578455,0.6517262286792126,0.8681927227472587,0.7938030266503283,0.5900838911326202,0.596288205916878,0.5570967124030175,0.31192295641712553,180.0,0.33048717245204234,0.4549741773325761,0.299510148987295,8.218295457622556,0.4431902320514939,0.4809561130505251,4.1911005118506175,31.517181865226934,5.422063020040646,2.9368548830050627,2.1284406421711344,0.6760902844787189,0.4804952463651269,2.619412850975888,0.48552580970123527,0.24307984231340535,0.004807055046975046,28271.847308355515,90.19240734799045,public_private_partnership,0.41615000715404926,0.0984685464002259,0.2998652959255969,0.5204451510327867,0.5423644482566389,0.42953480105999914
